板块名称,主力资金净流入(亿),时间,趋势
纸包装,-7.48,2026-05-14,↓ 净流出
交通运输,-7.53,2026-05-14,↓ 净流出
纳米银,-7.54,2026-05-14,↓ 净流出
影视动漫制作,-7.55,2026-05-14,↓ 净流出
广西板块,-7.58,2026-05-14,↓ 净流出
华电能源,-7.62,2026-05-14,↓ 净流出
面板,-7.69,2026-05-14,↓ 净流出
生益科技,-7.72,2026-05-14,↓ 净流出
合成树脂,-7.75,2026-05-14,↓ 净流出
零售概念,-7.77,2026-05-14,↓ 净流出
机器人,-7.92,2026-05-14,↓ 净流出
镍,-7.95,2026-05-14,↓ 净流出
华友钴业,-7.95,2026-05-14,↓ 净流出
精准诊断,-8.00,2026-05-14,↓ 净流出
厦门钨业,-8.13,2026-05-14,↓ 净流出
生物制品,-8.15,2026-05-14,↓ 净流出
普钢,-8.18,2026-05-14,↓ 净流出
白银,-8.19,2026-05-14,↓ 净流出
其他汽车零部件,-8.20,2026-05-14,↓ 净流出
超级品牌,-8.21,2026-05-14,↓ 净流出
蓄电池及其他电池,-8.35,2026-05-14,↓ 净流出
尾气治理,-8.37,2026-05-14,↓ 净流出
显示技术,-8.40,2026-05-14,↓ 净流出
上海电气,-8.41,2026-05-14,↓ 净流出
辅助生殖,-8.43,2026-05-14,↓ 净流出
基因测序,-8.55,2026-05-14,↓ 净流出
航天电子,-8.58,2026-05-14,↓ 净流出
体外诊断概念,-8.67,2026-05-14,↓ 净流出
智能电视,-8.71,2026-05-14,↓ 净流出
玻纤制造,-8.72,2026-05-14,↓ 净流出
华电辽能,-8.75,2026-05-14,↓ 净流出
玻璃玻纤,-8.83,2026-05-14,↓ 净流出
膜材料,-8.96,2026-05-14,↓ 净流出
影视院线,-9.01,2026-05-14,↓ 净流出
华胜天成,-9.05,2026-05-14,↓ 净流出
中国能建,-9.08,2026-05-14,↓ 净流出
ETC,-9.15,2026-05-14,↓ 净流出
吉林板块,-9.16,2026-05-14,↓ 净流出
盲盒经济,-9.19,2026-05-14,↓ 净流出
住宅开发,-9.35,2026-05-14,↓ 净流出
多元金融,-9.38,2026-05-14,↓ 净流出
精准医疗,-9.41,2026-05-14,↓ 净流出
其他专业工程,-9.42,2026-05-14,↓ 净流出
EDR概念,-9.46,2026-05-14,↓ 净流出
GDR,-9.46,2026-05-14,↓ 净流出
电子身份证,-9.50,2026-05-14,↓ 净流出
冰雪经济,-9.53,2026-05-14,↓ 净流出
上海自贸,-9.58,2026-05-14,↓ 净流出
海绵城市,-9.58,2026-05-14,↓ 净流出
REITs概念,-9.63,2026-05-14,↓ 净流出
建筑材料,-9.71,2026-05-14,↓ 净流出
农业种植,-9.74,2026-05-14,↓ 净流出
方正科技,-9.76,2026-05-14,↓ 净流出
中俄贸易概念,-9.79,2026-05-14,↓ 净流出
被动元件,-9.82,2026-05-14,↓ 净流出
中国平安,-9.84,2026-05-14,↓ 净流出
2026—季报扭亏,-9.85,2026-05-14,↓ 净流出
通信设备,-9.87,2026-05-14,↓ 净流出
贵州板块,-9.93,2026-05-14,↓ 净流出
核污染防治,-9.97,2026-05-14,↓ 净流出
医美概念,-10.05,2026-05-14,↓ 净流出
降解塑料,-10.13,2026-05-14,↓ 净流出
长电科技,-10.19,2026-05-14,↓ 净流出
工业大麻,-10.21,2026-05-14,↓ 净流出
麒麟电池,-10.27,2026-05-14,↓ 净流出
病毒防治,-10.31,2026-05-14,↓ 净流出
数字水印,-10.41,2026-05-14,↓ 净流出
CAR-T细胞疗法,-10.43,2026-05-14,↓ 净流出
磁悬浮概念,-10.66,2026-05-14,↓ 净流出
中国西电,-10.70,2026-05-14,↓ 净流出
金属新材料,-10.74,2026-05-14,↓ 净流出
环境治理,-10.76,2026-05-14,↓ 净流出
PVDF概念,-10.87,2026-05-14,↓ 净流出
数字媒体,-10.90,2026-05-14,↓ 净流出
风电零部件,-10.93,2026-05-14,↓ 净流出
知识产权,-10.99,2026-05-14,↓ 净流出
肝炎概念,-11.12,2026-05-14,↓ 净流出
红利股,-11.17,2026-05-14,↓ 净流出
包装材料,-11.17,2026-05-14,↓ 净流出
胎压监测,-11.25,2026-05-14,↓ 净流出
生态农业,-11.27,2026-05-14,↓ 净流出
超级电容,-11.58,2026-05-14,↓ 净流出
医疗研发外包,-11.61,2026-05-14,↓ 净流出
首发经济,-11.67,2026-05-14,↓ 净流出
专业工程,-11.84,2026-05-14,↓ 净流出
医疗器械,-11.97,2026-05-14,↓ 净流出
特变电工,-11.98,2026-05-14,↓ 净流出
航海装备Ⅲ,-11.99,2026-05-14,↓ 净流出
航海装备Ⅱ,-11.99,2026-05-14,↓ 净流出
节能风电,-12.12,2026-05-14,↓ 净流出
复合集流体,-12.17,2026-05-14,↓ 净流出
刀片电池,-12.29,2026-05-14,↓ 净流出
第四代半导体,-12.32,2026-05-14,↓ 净流出
钾肥,-12.33,2026-05-14,↓ 净流出
内贸流通,-12.38,2026-05-14,↓ 净流出
垃圾分类,-12.46,2026-05-14,↓ 净流出
CRO,-12.48,2026-05-14,↓ 净流出
北方稀土,-12.55,2026-05-14,↓ 净流出
土壤修复,-12.57,2026-05-14,↓ 净流出
乡村振兴,-12.59,2026-05-14,↓ 净流出
山西板块,-12.64,2026-05-14,↓ 净流出
钢铁,-12.65,2026-05-14,↓ 净流出
体育产业,-12.72,2026-05-14,↓ 净流出
旅游概念,-12.74,2026-05-14,↓ 净流出
华为欧拉,-12.80,2026-05-14,↓ 净流出
AIPC,-12.82,2026-05-14,↓ 净流出
海南板块,-12.98,2026-05-14,↓ 净流出
空气能热泵,-13.08,2026-05-14,↓ 净流出
VPN,-13.12,2026-05-14,↓ 净流出
工程机械概念,-13.28,2026-05-14,↓ 净流出
黄金,-13.35,2026-05-14,↓ 净流出
光学光电子,-13.55,2026-05-14,↓ 净流出
房地产开发,-13.69,2026-05-14,↓ 净流出
保险Ⅲ,-14.21,2026-05-14,↓ 净流出
保险Ⅱ,-14.21,2026-05-14,↓ 净流出
单抗概念,-14.22,2026-05-14,↓ 净流出
超导概念,-14.22,2026-05-14,↓ 净流出
其他通用设备,-14.33,2026-05-14,↓ 净流出
包装印刷,-14.36,2026-05-14,↓ 净流出
大唐发电,-14.38,2026-05-14,↓ 净流出
电网自动化设备,-14.52,2026-05-14,↓ 净流出
房地产,-14.54,2026-05-14,↓ 净流出
风电整机,-14.56,2026-05-14,↓ 净流出
MicroLED,-14.59,2026-05-14,↓ 净流出
天然气,-14.64,2026-05-14,↓ 净流出
流感,-14.68,2026-05-14,↓ 净流出
专用设备,-14.72,2026-05-14,↓ 净流出
能源及重型设备,-14.86,2026-05-14,↓ 净流出
婴童概念,-14.91,2026-05-14,↓ 净流出
高带宽内存,-14.92,2026-05-14,↓ 净流出
游戏Ⅲ,-15.05,2026-05-14,↓ 净流出
游戏Ⅱ,-15.05,2026-05-14,↓ 净流出
医疗服务,-15.32,2026-05-14,↓ 净流出
紫金矿业,-15.39,2026-05-14,↓ 净流出
综合电力设备商,-15.50,2026-05-14,↓ 净流出
碳纤维,-15.52,2026-05-14,↓ 净流出
底盘与发动机系统,-15.77,2026-05-14,↓ 净流出
合成生物,-15.79,2026-05-14,↓ 净流出
铜缆高速连接,-15.81,2026-05-14,↓ 净流出
民爆概念,-15.83,2026-05-14,↓ 净流出
AB股,-15.93,2026-05-14,↓ 净流出
数据确权,-15.97,2026-05-14,↓ 净流出
AI制药（医疗）,-16.12,2026-05-14,↓ 净流出
金属制品,-16.21,2026-05-14,↓ 净流出
油气资源,-16.27,2026-05-14,↓ 净流出
稀土,-16.39,2026-05-14,↓ 净流出
减肥药,-16.45,2026-05-14,↓ 净流出
电子竞技,-16.46,2026-05-14,↓ 净流出
通信应用增值服务,-16.51,2026-05-14,↓ 净流出
财税数字化,-16.53,2026-05-14,↓ 净流出
蓝宝石,-16.62,2026-05-14,↓ 净流出
装配建筑,-16.63,2026-05-14,↓ 净流出
3D玻璃,-16.68,2026-05-14,↓ 净流出
跨境支付,-16.69,2026-05-14,↓ 净流出
铁路基建,-16.80,2026-05-14,↓ 净流出
沪企改革,-16.92,2026-05-14,↓ 净流出
环保,-17.01,2026-05-14,↓ 净流出
青海板块,-17.13,2026-05-14,↓ 净流出
机器视觉,-17.44,2026-05-14,↓ 净流出
激光设备,-17.47,2026-05-14,↓ 净流出
重庆板块,-17.49,2026-05-14,↓ 净流出
轻工制造,-17.59,2026-05-14,↓ 净流出
中国卫星,-17.89,2026-05-14,↓ 净流出
横向通用软件,-17.91,2026-05-14,↓ 净流出
煤化工概念,-17.96,2026-05-14,↓ 净流出
3D摄像头,-18.01,2026-05-14,↓ 净流出
京津冀,-18.23,2026-05-14,↓ 净流出
半导体设备,-18.39,2026-05-14,↓ 净流出
全息技术,-18.45,2026-05-14,↓ 净流出
黑龙江,-18.46,2026-05-14,↓ 净流出
化学制剂,-18.46,2026-05-14,↓ 净流出
低价股,-18.49,2026-05-14,↓ 净流出
影视概念,-18.61,2026-05-14,↓ 净流出
电子化学品Ⅲ,-18.79,2026-05-14,↓ 净流出
电子化学品Ⅱ,-18.79,2026-05-14,↓ 净流出
通信服务,-19.07,2026-05-14,↓ 净流出
逆变器,-19.11,2026-05-14,↓ 净流出
蚂蚁概念,-19.12,2026-05-14,↓ 净流出
集成电路封测,-19.19,2026-05-14,↓ 净流出
钨,-19.31,2026-05-14,↓ 净流出
腾讯云,-19.32,2026-05-14,↓ 净流出
F5G概念,-19.40,2026-05-14,↓ 净流出
Kimi概念,-19.42,2026-05-14,↓ 净流出
先进封装,-19.44,2026-05-14,↓ 净流出
河南板块,-19.64,2026-05-14,↓ 净流出
家电零部件Ⅲ,-19.68,2026-05-14,↓ 净流出
家电零部件Ⅱ,-19.68,2026-05-14,↓ 净流出
AI眼镜,-20.25,2026-05-14,↓ 净流出
风力发电,-20.52,2026-05-14,↓ 净流出
基建市政工程,-20.64,2026-05-14,↓ 净流出
PEEK材料概念,-20.71,2026-05-14,↓ 净流出
基础建设,-20.83,2026-05-14,↓ 净流出
化工原料,-20.87,2026-05-14,↓ 净流出
中药概念,-20.99,2026-05-14,↓ 净流出
飞行汽车(eVTOL),-21.01,2026-05-14,↓ 净流出
冷链物流,-21.03,2026-05-14,↓ 净流出
河北板块,-21.15,2026-05-14,↓ 净流出
人脑工程,-21.28,2026-05-14,↓ 净流出
贵金属,-21.54,2026-05-14,↓ 净流出
病原体防治,-21.56,2026-05-14,↓ 净流出
换电概念,-21.63,2026-05-14,↓ 净流出
微利股,-21.68,2026-05-14,↓ 净流出
化学制药,-21.78,2026-05-14,↓ 净流出
IPv6,-22.25,2026-05-14,↓ 净流出
ST股,-22.29,2026-05-14,↓ 净流出
长期破净,-22.31,2026-05-14,↓ 净流出
其他电源设备Ⅲ,-22.31,2026-05-14,↓ 净流出
磷化工,-22.57,2026-05-14,↓ 净流出
家用电器,-22.68,2026-05-14,↓ 净流出
云南板块,-22.88,2026-05-14,↓ 净流出
新消费,-22.89,2026-05-14,↓ 净流出
锂电池,-23.11,2026-05-14,↓ 净流出
江西板块,-23.36,2026-05-14,↓ 净流出
工程建设,-23.71,2026-05-14,↓ 净流出
化债(AMC)概念,-23.79,2026-05-14,↓ 净流出
塑料,-23.82,2026-05-14,↓ 净流出
农化制品,-24.10,2026-05-14,↓ 净流出
昨日打二板以上表现,-24.51,2026-05-14,↓ 净流出
国资云概念,-24.74,2026-05-14,↓ 净流出
自动化设备,-24.92,2026-05-14,↓ 净流出
东北振兴,-25.08,2026-05-14,↓ 净流出
玻璃基板,-25.37,2026-05-14,↓ 净流出
职业教育,-25.48,2026-05-14,↓ 净流出
风电设备,-25.49,2026-05-14,↓ 净流出
线缆部件及其他,-25.71,2026-05-14,↓ 净流出
参股保险,-25.76,2026-05-14,↓ 净流出
创新医疗服务,-25.76,2026-05-14,↓ 净流出
生物识别,-25.84,2026-05-14,↓ 净流出
科创板做市股,-25.87,2026-05-14,↓ 净流出
船舶制造,-25.88,2026-05-14,↓ 净流出
营销代理,-26.35,2026-05-14,↓ 净流出
湖南板块,-26.43,2026-05-14,↓ 净流出
其他小金属,-26.64,2026-05-14,↓ 净流出
数字孪生,-26.75,2026-05-14,↓ 净流出
广告营销,-26.85,2026-05-14,↓ 净流出
锂,-26.97,2026-05-14,↓ 净流出
湖北自贸,-27.12,2026-05-14,↓ 净流出
谷子经济,-27.15,2026-05-14,↓ 净流出
辽宁板块,-27.36,2026-05-14,↓ 净流出
光刻机(胶),-27.54,2026-05-14,↓ 净流出
MiniLED,-27.67,2026-05-14,↓ 净流出
机器人执行器,-27.81,2026-05-14,↓ 净流出
石墨烯,-27.95,2026-05-14,↓ 净流出
新疆板块,-27.97,2026-05-14,↓ 净流出
内蒙古,-28.15,2026-05-14,↓ 净流出
数字货币,-28.24,2026-05-14,↓ 净流出
昨日炸板,-28.69,2026-05-14,↓ 净流出
WiFi,-28.72,2026-05-14,↓ 净流出
氟化工概念,-28.90,2026-05-14,↓ 净流出
通信,-28.94,2026-05-14,↓ 净流出
参股期货,-29.48,2026-05-14,↓ 净流出
垂直应用软件,-29.67,2026-05-14,↓ 净流出
昨日触板,-29.98,2026-05-14,↓ 净流出
通用航空,-30.07,2026-05-14,↓ 净流出
IGBT概念,-30.20,2026-05-14,↓ 净流出
UWB概念,-30.29,2026-05-14,↓ 净流出
AI语料,-30.63,2026-05-14,↓ 净流出
华为昇腾,-30.65,2026-05-14,↓ 净流出
航空装备Ⅲ,-31.03,2026-05-14,↓ 净流出
航空装备Ⅱ,-31.03,2026-05-14,↓ 净流出
汽车热管理,-31.13,2026-05-14,↓ 净流出
并购重组概念,-31.19,2026-05-14,↓ 净流出
成渝特区,-31.22,2026-05-14,↓ 净流出
3D打印,-31.58,2026-05-14,↓ 净流出
证券Ⅲ,-32.19,2026-05-14,↓ 净流出
证券Ⅱ,-32.19,2026-05-14,↓ 净流出
智谱AI概念,-32.21,2026-05-14,↓ 净流出
破净股,-32.28,2026-05-14,↓ 净流出
养老概念,-32.79,2026-05-14,↓ 净流出
汽车芯片,-32.92,2026-05-14,↓ 净流出
虚拟机器人,-33.67,2026-05-14,↓ 净流出
海南自贸,-33.68,2026-05-14,↓ 净流出
智慧政务,-33.75,2026-05-14,↓ 净流出
PPP模式,-34.41,2026-05-14,↓ 净流出
MLCC,-34.74,2026-05-14,↓ 净流出
汽车零部件,-34.79,2026-05-14,↓ 净流出
小米汽车,-35.02,2026-05-14,↓ 净流出
天津板块,-35.36,2026-05-14,↓ 净流出
混合现实,-35.46,2026-05-14,↓ 净流出
创新药,-35.59,2026-05-14,↓ 净流出
航母概念,-35.96,2026-05-14,↓ 净流出
华为海思,-36.13,2026-05-14,↓ 净流出
养老金,-36.30,2026-05-14,↓ 净流出
空间站概念,-36.37,2026-05-14,↓ 净流出
能源金属,-36.71,2026-05-14,↓ 净流出
时空大数据,-36.96,2026-05-14,↓ 净流出
铜,-37.05,2026-05-14,↓ 净流出
IPO受益,-37.30,2026-05-14,↓ 净流出
被动元件概念,-37.53,2026-05-14,↓ 净流出
工业母机,-37.58,2026-05-14,↓ 净流出
移动支付,-38.01,2026-05-14,↓ 净流出
工业金属,-38.03,2026-05-14,↓ 净流出
其他电源设备Ⅱ,-38.42,2026-05-14,↓ 净流出
第三代半导体,-39.02,2026-05-14,↓ 净流出
多模态AI,-39.42,2026-05-14,↓ 净流出
华为汽车,-39.97,2026-05-14,↓ 净流出
航天装备Ⅲ,-40.05,2026-05-14,↓ 净流出
航天装备Ⅱ,-40.05,2026-05-14,↓ 净流出
快手概念,-40.83,2026-05-14,↓ 净流出
输变电设备,-40.95,2026-05-14,↓ 净流出
碳交易,-41.22,2026-05-14,↓ 净流出
建筑装饰,-41.53,2026-05-14,↓ 净流出
工业富联,-41.80,2026-05-14,↓ 净流出
小红书概念,-41.98,2026-05-14,↓ 净流出
军工电子Ⅲ,-42.22,2026-05-14,↓ 净流出
军工电子Ⅱ,-42.22,2026-05-14,↓ 净流出
通用设备,-42.51,2026-05-14,↓ 净流出
Web3.0,-42.69,2026-05-14,↓ 净流出
汽车,-42.90,2026-05-14,↓ 净流出
传感器,-43.00,2026-05-14,↓ 净流出
高压快充,-43.27,2026-05-14,↓ 净流出
LED概念,-44.06,2026-05-14,↓ 净流出
券商概念,-44.23,2026-05-14,↓ 净流出
安防概念,-44.26,2026-05-14,↓ 净流出
短剧互动游戏,-45.26,2026-05-14,↓ 净流出
稀土永磁,-45.43,2026-05-14,↓ 净流出
电商概念,-46.69,2026-05-14,↓ 净流出
6G概念,-46.75,2026-05-14,↓ 净流出
柔性屏(折叠屏),-47.05,2026-05-14,↓ 净流出
2025三季报预增,-47.12,2026-05-14,↓ 净流出
软件开发,-47.57,2026-05-14,↓ 净流出
超超临界发电,-47.82,2026-05-14,↓ 净流出
网络游戏,-47.91,2026-05-14,↓ 净流出
昨日连板_含一字,-48.12,2026-05-14,↓ 净流出
虚拟电厂,-48.46,2026-05-14,↓ 净流出
中盘价值,-48.80,2026-05-14,↓ 净流出
昨日连板,-49.01,2026-05-14,↓ 净流出
贬值受益,-49.45,2026-05-14,↓ 净流出
湖北板块,-49.84,2026-05-14,↓ 净流出
电池化学品,-50.07,2026-05-14,↓ 净流出
光纤概念,-50.11,2026-05-14,↓ 净流出
小盘价值,-50.55,2026-05-14,↓ 净流出
中芯概念,-51.24,2026-05-14,↓ 净流出
反内卷概念,-51.55,2026-05-14,↓ 净流出
其他计算机设备,-51.77,2026-05-14,↓ 净流出
火力发电,-52.23,2026-05-14,↓ 净流出
次新股,-52.52,2026-05-14,↓ 净流出
安徽板块,-53.11,2026-05-14,↓ 净流出
动力电池回收,-53.36,2026-05-14,↓ 净流出
雄安新区,-53.48,2026-05-14,↓ 净流出
陕西板块,-53.70,2026-05-14,↓ 净流出
文娱消费,-55.47,2026-05-14,↓ 净流出
海洋经济,-55.74,2026-05-14,↓ 净流出
非银金融,-55.79,2026-05-14,↓ 净流出
宁组合,-56.31,2026-05-14,↓ 净流出
山东板块,-56.64,2026-05-14,↓ 净流出
基础化工,-57.90,2026-05-14,↓ 净流出
计算机设备,-57.99,2026-05-14,↓ 净流出
航天航空,-58.33,2026-05-14,↓ 净流出
四川板块,-58.57,2026-05-14,↓ 净流出
无线充电,-58.91,2026-05-14,↓ 净流出
电子烟,-59.07,2026-05-14,↓ 净流出
雅下水电概念,-59.78,2026-05-14,↓ 净流出
抽水蓄能,-59.93,2026-05-14,↓ 净流出
医疗器械概念,-61.53,2026-05-14,↓ 净流出
超清视频,-61.81,2026-05-14,↓ 净流出
AI芯片,-62.04,2026-05-14,↓ 净流出
医药生物,-63.02,2026-05-14,↓ 净流出
数字芯片设计,-63.63,2026-05-14,↓ 净流出
参股银行,-64.06,2026-05-14,↓ 净流出
小金属,-64.63,2026-05-14,↓ 净流出
互联医疗,-64.82,2026-05-14,↓ 净流出
转债标的,-64.91,2026-05-14,↓ 净流出
黄金概念,-64.98,2026-05-14,↓ 净流出
水利建设,-65.46,2026-05-14,↓ 净流出
数据安全,-65.59,2026-05-14,↓ 净流出
传媒,-66.30,2026-05-14,↓ 净流出
参股新三板,-66.40,2026-05-14,↓ 净流出
鸿蒙概念,-67.04,2026-05-14,↓ 净流出
智能家居,-67.79,2026-05-14,↓ 净流出
央视50_,-68.91,2026-05-14,↓ 净流出
在线教育,-68.94,2026-05-14,↓ 净流出
可控核聚变,-69.00,2026-05-14,↓ 净流出
智慧城市,-69.12,2026-05-14,↓ 净流出
网红经济,-69.70,2026-05-14,↓ 净流出
毫米波概念,-69.89,2026-05-14,↓ 净流出
大盘价值,-70.49,2026-05-14,↓ 净流出
参股券商,-70.86,2026-05-14,↓ 净流出
ChatGPT概念,-70.97,2026-05-14,↓ 净流出
IT服务Ⅲ,-71.29,2026-05-14,↓ 净流出
IT服务Ⅱ,-71.29,2026-05-14,↓ 净流出
无线耳机,-71.59,2026-05-14,↓ 净流出
边缘计算,-71.98,2026-05-14,↓ 净流出
消费电子,-72.36,2026-05-14,↓ 净流出
消费电子零部件及组装,-73.60,2026-05-14,↓ 净流出
数据要素,-74.12,2026-05-14,↓ 净流出
东数西算,-75.83,2026-05-14,↓ 净流出
破增发价股,-77.19,2026-05-14,↓ 净流出
燃料电池概念,-78.32,2026-05-14,↓ 净流出
虚拟数字人,-78.42,2026-05-14,↓ 净流出
AI智能体,-80.90,2026-05-14,↓ 净流出
新型工业化,-81.00,2026-05-14,↓ 净流出
公用事业,-81.87,2026-05-14,↓ 净流出
电力,-82.85,2026-05-14,↓ 净流出
股权激励,-83.60,2026-05-14,↓ 净流出
钠离子电池,-83.62,2026-05-14,↓ 净流出
2025年报预减,-86.02,2026-05-14,↓ 净流出
大飞机,-86.45,2026-05-14,↓ 净流出
智能穿戴,-86.55,2026-05-14,↓ 净流出
电池,-88.32,2026-05-14,↓ 净流出
锂矿概念,-88.73,2026-05-14,↓ 净流出
量子科技,-88.88,2026-05-14,↓ 净流出
电网设备,-89.44,2026-05-14,↓ 净流出
互联网金融,-89.49,2026-05-14,↓ 净流出
虚拟现实,-90.07,2026-05-14,↓ 净流出
福建板块,-90.09,2026-05-14,↓ 净流出
无人驾驶,-90.39,2026-05-14,↓ 净流出
光通信模块,-91.57,2026-05-14,↓ 净流出
机械设备,-93.63,2026-05-14,↓ 净流出
昨日首板,-93.77,2026-05-14,↓ 净流出
节能环保,-98.54,2026-05-14,↓ 净流出
数字经济,-100.00,2026-05-14,↓ 净流出
互联网服务,-101.05,2026-05-14,↓ 净流出
小米概念,-103.89,2026-05-14,↓ 净流出
存储芯片,-104.40,2026-05-14,↓ 净流出
智能电网,-105.23,2026-05-14,↓ 净流出
海工装备,-105.24,2026-05-14,↓ 净流出
北斗导航,-105.34,2026-05-14,↓ 净流出
特高压,-105.61,2026-05-14,↓ 净流出
元宇宙概念,-106.81,2026-05-14,↓ 净流出
茅指数,-106.85,2026-05-14,↓ 净流出
人形机器人,-107.61,2026-05-14,↓ 净流出
中字头,-108.41,2026-05-14,↓ 净流出
稀缺资源,-108.55,2026-05-14,↓ 净流出
AIGC概念,-110.19,2026-05-14,↓ 净流出
CPO概念,-110.38,2026-05-14,↓ 净流出
抖音概念(字节概念),-110.39,2026-05-14,↓ 净流出
中特估,-112.76,2026-05-14,↓ 净流出
阿里概念,-112.88,2026-05-14,↓ 净流出
上证50_,-113.27,2026-05-14,↓ 净流出
国产软件,-114.91,2026-05-14,↓ 净流出
基金重仓,-116.09,2026-05-14,↓ 净流出
半导体,-117.21,2026-05-14,↓ 净流出
工业互联,-121.07,2026-05-14,↓ 净流出
2026—季报预增,-122.20,2026-05-14,↓ 净流出
印制电路板,-122.84,2026-05-14,↓ 净流出
独角兽,-123.21,2026-05-14,↓ 净流出
绿色电力,-123.93,2026-05-14,↓ 净流出
消费电子概念,-124.26,2026-05-14,↓ 净流出
电网概念,-124.41,2026-05-14,↓ 净流出
2025年报扭亏,-125.68,2026-05-14,↓ 净流出
网络安全,-128.53,2026-05-14,↓ 净流出
卫星互联网,-129.28,2026-05-14,↓ 净流出
国防军工,-130.62,2026-05-14,↓ 净流出
创投,-131.09,2026-05-14,↓ 净流出
无人机,-131.94,2026-05-14,↓ 净流出
苹果概念,-132.31,2026-05-14,↓ 净流出
元件,-132.66,2026-05-14,↓ 净流出
OLED,-134.14,2026-05-14,↓ 净流出
AI应用,-135.02,2026-05-14,↓ 净流出
江苏板块,-135.72,2026-05-14,↓ 净流出
新能源,-137.80,2026-05-14,↓ 净流出
固态电池,-138.78,2026-05-14,↓ 净流出
英伟达概念,-141.92,2026-05-14,↓ 净流出
上海板块,-142.54,2026-05-14,↓ 净流出
QFII重仓,-148.06,2026-05-14,↓ 净流出
氢能源,-150.33,2026-05-14,↓ 净流出
百度概念,-152.59,2026-05-14,↓ 净流出
DeepSeek概念,-154.45,2026-05-14,↓ 净流出
车联网(车路云),-154.49,2026-05-14,↓ 净流出
核能核电,-155.26,2026-05-14,↓ 净流出
昨日涨停_含一字,-159.30,2026-05-14,↓ 净流出
昨日高换手,-160.08,2026-05-14,↓ 净流出
昨日涨停,-160.09,2026-05-14,↓ 净流出
云计算,-163.07,2026-05-14,↓ 净流出
浙江板块,-163.26,2026-05-14,↓ 净流出
小盘成长,-168.89,2026-05-14,↓ 净流出
光伏概念,-169.12,2026-05-14,↓ 净流出
信创,-169.95,2026-05-14,↓ 净流出
证金持股,-171.52,2026-05-14,↓ 净流出
有色金属,-171.65,2026-05-14,↓ 净流出
充电桩,-171.90,2026-05-14,↓ 净流出
PCB,-172.22,2026-05-14,↓ 净流出
液冷概念,-172.78,2026-05-14,↓ 净流出
低空经济,-173.55,2026-05-14,↓ 净流出
计算机,-176.86,2026-05-14,↓ 净流出
权重股,-179.36,2026-05-14,↓ 净流出
小金属概念,-180.20,2026-05-14,↓ 净流出
新材料,-180.35,2026-05-14,↓ 净流出
半导体概念,-182.53,2026-05-14,↓ 净流出
风能,-185.34,2026-05-14,↓ 净流出
长江三角,-188.67,2026-05-14,↓ 净流出
专精特新,-191.96,2026-05-14,↓ 净流出
军民融合,-192.99,2026-05-14,↓ 净流出
数据中心,-193.68,2026-05-14,↓ 净流出
最近多板,-197.35,2026-05-14,↓ 净流出
算力概念,-202.42,2026-05-14,↓ 净流出
历史新高,-208.24,2026-05-14,↓ 净流出
深圳特区,-210.70,2026-05-14,↓ 净流出
创业成份,-215.32,2026-05-14,↓ 净流出
行业龙头,-217.86,2026-05-14,↓ 净流出
特斯拉概念,-217.90,2026-05-14,↓ 净流出
上证380,-222.42,2026-05-14,↓ 净流出
一带一路,-222.47,2026-05-14,↓ 净流出
深证100R,-230.18,2026-05-14,↓ 净流出
物联网,-230.19,2026-05-14,↓ 净流出
区块链,-232.66,2026-05-14,↓ 净流出
北京板块,-235.72,2026-05-14,↓ 净流出
AH股,-237.74,2026-05-14,↓ 净流出
周期股,-243.88,2026-05-14,↓ 净流出
电力设备,-244.82,2026-05-14,↓ 净流出
储能概念,-246.68,2026-05-14,↓ 净流出
近期新高,-251.91,2026-05-14,↓ 净流出
西部大开发,-252.77,2026-05-14,↓ 净流出
中盘成长,-256.69,2026-05-14,↓ 净流出
军工,-266.72,2026-05-14,↓ 净流出
大数据,-271.97,2026-05-14,↓ 净流出
大盘成长,-274.56,2026-05-14,↓ 净流出
锂电池概念,-281.09,2026-05-14,↓ 净流出
上证180_,-282.78,2026-05-14,↓ 净流出
百日新高,-293.84,2026-05-14,↓ 净流出
国产芯片,-301.77,2026-05-14,↓ 净流出
商业航天,-311.17,2026-05-14,↓ 净流出
5G概念,-320.35,2026-05-14,↓ 净流出
电池技术,-324.16,2026-05-14,↓ 净流出
通信技术,-326.46,2026-05-14,↓ 净流出
新能源车,-338.70,2026-05-14,↓ 净流出
小盘股,-340.44,2026-05-14,↓ 净流出
广东板块,-350.80,2026-05-14,↓ 净流出
机器人概念,-356.11,2026-05-14,↓ 净流出
电子,-356.96,2026-05-14,↓ 净流出
机构重仓,-357.38,2026-05-14,↓ 净流出
百元股,-369.28,2026-05-14,↓ 净流出
人工智能,-372.56,2026-05-14,↓ 净流出
东方财富热股,-395.90,2026-05-14,↓ 净流出
2025年报预增,-408.24,2026-05-14,↓ 净流出
创业板综,-410.15,2026-05-14,↓ 净流出
华为概念,-420.02,2026-05-14,↓ 净流出
中盘股,-436.73,2026-05-14,↓ 净流出
中证500,-468.33,2026-05-14,↓ 净流出
HS300_,-525.07,2026-05-14,↓ 净流出
昨日高振幅,-532.88,2026-05-14,↓ 净流出
深成500,-569.06,2026-05-14,↓ 净流出
央国企改革,-635.60,2026-05-14,↓ 净流出
大盘股,-636.69,2026-05-14,↓ 净流出
沪股通,-676.05,2026-05-14,↓ 净流出
标准普尔,-771.04,2026-05-14,↓ 净流出
